symbol,market,signal_date,close,status,status_rank,setup,regime,wyckoff,trigger,direction,zs_zd,zs_zg,entry_price,sl,tp1,tp2,name,sector,notes,engine_version,previous_status,current_status,change_type
600030,HS300,2026-09-08,27.34,NONE,0,NONE,Bear Trend,Neutral,Bear Micro BOS,,27.77,28.05,,,,,中信证券,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
600085,HS300,2026-09-08,24.35,NONE,0,NONE,Bear Trend,Neutral,Waiting,,24.97,26.44,,,,,同仁堂,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
600115,HS300,2026-09-08,3.49,NONE,0,NONE,Bear Trend,Neutral,Waiting,,3.66,3.7,,,,,中国东航,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
600221,HS300,2026-09-08,1.31,NONE,0,NONE,Bear Trend,Neutral,Waiting,,1.31,1.38,,,,,海航控股,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
600845,HS300,2026-09-08,17.17,NONE,0,NONE,Bear Trend,Neutral,Waiting,,17.14,17.68,,,,,宝信软件,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
600930,HS300,2026-09-08,3.96,NONE,0,NONE,Bear Trend,Neutral,Waiting,,4.18,4.4,,,,,华电新能,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
601021,HS300,2026-09-08,43.49,NONE,0,NONE,Bear Trend,Neutral,Waiting,,43.9,46.47,,,,,春秋航空,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
601066,HS300,2026-09-08,24.36,NONE,0,NONE,Bear Trend,Neutral,Bear Micro BOS,,25.43,25.74,,,,,中信建投,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
601100,HS300,2026-09-08,102.13,NONE,0,NONE,Bear Trend,Neutral,Waiting,,103.66,108.08,,,,,恒立液压,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
601117,HS300,2026-09-08,7.41,NONE,0,NONE,Bear Trend,Neutral,Waiting,,7.35,7.62,,,,,中国化学,nan,,1.8.5-source-port,READY,NONE,DROPPED
601127,HS300,2026-09-08,49.28,NONE,0,NONE,Bear Trend,Neutral,Waiting,,55.59,63.36,,,,,赛力斯,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
601211,HS300,2026-09-08,17.5,NONE,0,NONE,Bear Trend,Neutral,Waiting,,17.82,18.04,,,,,国泰海通,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
601377,HS300,2026-09-08,5.91,NONE,0,NONE,Bear Trend,Re-Accumulation,Waiting,,5.89,5.96,,,,,兴业证券,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
601668,HS300,2026-09-08,4.37,NONE,0,NONE,Bear Trend,Neutral,Waiting,,4.49,4.5,,,,,中国建筑,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
601868,HS300,2026-09-08,2.49,NONE,0,NONE,Bear Trend,Neutral,Waiting,,2.47,2.54,,,,,中国能建,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
601878,HS300,2026-09-08,9.37,NONE,0,NONE,Bear Trend,Neutral,Waiting,,9.28,9.39,,,,,浙商证券,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
601881,HS300,2026-09-08,12.25,NONE,0,NONE,Bear Trend,Neutral,Waiting,,12.28,12.49,,,,,中国银河,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
601901,HS300,2026-09-08,6.91,NONE,0,NONE,Bear Trend,Neutral,Waiting,,6.99,7.0,,,,,方正证券,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
601995,HS300,2026-09-08,32.58,NONE,0,NONE,Bear Trend,Neutral,Bear Micro BOS,,34.63,34.71,,,,,中金公司,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
605499,HS300,2026-09-08,120.2,NONE,0,NONE,Bear Trend,Neutral,Waiting,,120.0,124.48,,,,,东鹏饮料,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
688008,HS300,2026-09-08,195.65,NONE,0,NONE,Bear Trend,Neutral,Waiting,,189.78,226.45,,,,,澜起科技,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
688036,HS300,2026-09-08,54.27,NONE,0,NONE,Bear Trend,Neutral,Bear Micro BOS,,57.49,58.67,,,,,传音控股,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
688041,HS300,2026-09-08,236.9,NONE,0,NONE,Bear Trend,Neutral,Bear Micro BOS,,259.4,296.99,,,,,海光信息,nan,,1.8.5-source-port,READY,NONE,DROPPED
688256,HS300,2026-09-08,1058.99,NONE,0,NONE,Bear Trend,Neutral,Waiting,,1010.83,1140.96,,,,,寒武纪,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
688271,HS300,2026-09-08,107.0,NONE,0,NONE,Bear Trend,Neutral,Waiting,,110.11,110.25,,,,,联影医疗,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
688472,HS300,2026-09-08,8.68,NONE,0,NONE,Bear Trend,Neutral,Waiting,,10.69,10.7,,,,,阿特斯,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
688506,HS300,2026-09-08,244.56,NONE,0,NONE,Bear Trend,Neutral,Bear Micro BOS,,292.12,325.0,,,,,百利天恒,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
688521,HS300,2026-09-08,190.88,NONE,0,NONE,Bear Trend,Neutral,Waiting,,170.21,198.6,,,,,芯原股份,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
